car id,timestamp,local x,local y,global x,global y,speed,classes
10432,2.07E+12,89,94,6,9,underLimit,Student
10433,2.07E+12,38,7,8,6,normal,Unknown
10434,2.08E+12,6,93,3,10,normal,Unknown
10435,2.08E+12,61,8,8,4,underLimit,Doctor
10436,2.08E+12,59,65,4,6,normal,Unknown
10437,2.09E+12,44,54,9,0,normal,Unknown
10438,2.09E+12,33,4,9,1,normal,Unknown
10439,2.10E+12,67,98,6,2,normal,Unknown
10440,2.10E+12,8,53,10,5,normal,Unknown
10441,2.10E+12,85,76,4,1,normal,Unknown
10442,2.11E+12,91,12,0,6,normal,Unknown
10443,2.11E+12,100,90,1,1,OverLimit,Doctor
10444,2.12E+12,37,63,1,9,normal,Unknown
10445,2.12E+12,97,65,2,2,normal,Unknown
10446,2.12E+12,23,24,9,2,OverLimit,Teacher
10447,2.13E+12,81,93,7,5,OverLimit,Eng.
10448,2.13E+12,25,62,0,6,normal,Unknown
10449,2.14E+12,82,2,4,6,normal,Unknown
10450,2.14E+12,29,63,5,3,underLimit,Teacher
10451,2.14E+12,52,17,10,5,underLimit,Eng.
10452,2.15E+12,54,100,1,8,normal,Unknown
10453,2.15E+12,45,26,0,0,normal,Unknown
10454,2.16E+12,5,3,2,5,normal,Unknown
10455,2.16E+12,76,14,2,5,normal,Unknown
10456,2.16E+12,93,18,10,5,OverLimit,Teacher
10457,2.17E+12,86,83,2,1,OverLimit,Eng.
10458,2.17E+12,100,82,2,6,OverLimit,Eng.
10459,2.18E+12,71,82,4,0,underLimit,Doctor
10460,2.18E+12,15,100,7,6,normal,Unknown
10461,2.18E+12,39,70,5,7,normal,Unknown
10462,2.19E+12,77,11,3,5,normal,Unknown
10463,2.19E+12,84,66,2,7,normal,Unknown
10464,2.20E+12,84,31,0,5,normal,Unknown
10465,2.20E+12,41,86,5,7,underLimit,Doctor
10466,2.20E+12,74,27,4,9,normal,Unknown
10467,2.21E+12,14,-6,5,9,underLimit,Doctor
10468,2.21E+12,96,66,6,5,normal,Unknown
10469,2.21E+12,6,84,1,4,normal,Unknown
10470,2.22E+12,22,100,7,7,normal,Unknown
10471,2.22E+12,43,36,5,9,underLimit,Doctor
10472,2.23E+12,48,25,2,5,normal,Unknown
10473,2.23E+12,13,66,10,4,normal,Unknown
10474,2.23E+12,63,74,7,6,normal,Unknown
10475,2.24E+12,71,36,1,2,OverLimit,Student
10476,2.24E+12,40,100,4,7,normal,Unknown
10477,2.25E+12,32,66,2,3,OverLimit,Eng.
10478,2.25E+12,2,55,7,7,underLimit,Teacher
10479,2.25E+12,73,98,1,4,normal,Unknown
10480,2.26E+12,33,55,4,3,normal,Unknown
10481,2.26E+12,24,87,2,1,normal,Unknown
10482,2.27E+12,99,8,2,7,normal,Unknown
10483,2.27E+12,39,3,7,3,OverLimit,Eng.
10484,2.27E+12,33,98,8,7,normal,Unknown
10485,2.28E+12,61,39,3,6,normal,Unknown
10486,2.28E+12,34,37,8,10,normal,Unknown
10487,2.29E+12,53,80,1,7,normal,Unknown
10488,2.29E+12,50,64,6,5,underLimit,Teacher
10489,2.29E+12,33,53,1,0,underLimit,Doctor
10490,2.30E+12,18,71,9,8,normal,Unknown
10491,2.30E+12,98,90,7,6,normal,Unknown
10492,2.31E+12,28,68,6,10,underLimit,Eng.
10493,2.31E+12,83,21,9,10,OverLimit,Student
10494,2.31E+12,81,52,7,6,normal,Unknown
10495,2.32E+12,34,22,7,2,OverLimit,Teacher
10496,2.32E+12,88,89,6,3,underLimit,Student
10497,2.33E+12,32,24,8,2,normal,Unknown
10498,2.33E+12,39,4,8,0,OverLimit,Doctor
10499,2.33E+12,53,19,8,5,underLimit,Doctor
10500,2.34E+12,12,2,3,5,normal,Unknown
10501,2.34E+12,22,60,10,5,normal,Unknown
10502,2.35E+12,75,20,3,4,OverLimit,Doctor
10503,2.35E+12,98,88,4,8,underLimit,Student
10504,2.35E+12,75,12,9,1,normal,Unknown
10505,2.36E+12,58,68,9,9,normal,Unknown
10506,2.36E+12,16,30,6,4,OverLimit,Teacher
10507,2.37E+12,20,33,10,1,underLimit,Doctor
10508,2.37E+12,97,9,0,7,OverLimit,Teacher
10509,2.37E+12,50,51,8,10,normal,Unknown
10510,2.38E+12,89,10,6,6,normal,Unknown
10511,2.38E+12,8,20,1,6,normal,Unknown
10512,2.39E+12,78,15,7,5,normal,Unknown
10513,2.39E+12,87,63,0,2,underLimit,Eng.
10514,2.39E+12,22,26,2,5,normal,Unknown
10515,2.40E+12,55,49,5,6,normal,Unknown
10516,2.40E+12,9,98,5,7,normal,Unknown
10517,2.41E+12,71,84,7,7,OverLimit,Doctor
10518,2.41E+12,48,67,7,0,normal,Unknown
10519,2.41E+12,52,100,8,2,underLimit,Student
10520,2.42E+12,63,29,2,7,underLimit,Eng.
10521,2.42E+12,60,20,6,3,normal,Unknown
10522,2.43E+12,41,45,2,8,normal,Unknown
10523,2.43E+12,68,19,3,0,normal,Unknown
10524,2.43E+12,40,66,6,10,normal,Unknown
10525,2.44E+12,39,54,2,5,OverLimit,Student
10526,2.44E+12,35,68,9,0,normal,Unknown
10527,2.45E+12,81,56,8,1,normal,Unknown
10528,2.45E+12,75,21,3,0,underLimit,Teacher
10529,2.45E+12,1,99,0,3,underLimit,Eng.
10530,2.46E+12,44,16,8,3,normal,Unknown
10531,2.46E+12,19,72,8,6,underLimit,Doctor
10532,2.47E+12,52,84,9,9,normal,Unknown
10533,2.47E+12,90,48,2,6,normal,Unknown
10534,2.47E+12,100,65,5,0,normal,Unknown
10535,2.48E+12,36,22,4,2,underLimit,Student
10536,2.48E+12,78,88,3,2,normal,Unknown
10537,2.49E+12,-3,84,4,2,underLimit,Doctor
10538,2.49E+12,95,18,10,8,normal,Unknown
10539,2.49E+12,75,55,6,2,OverLimit,Eng.
10540,2.50E+12,74,30,5,10,underLimit,Student
10541,2.50E+12,17,72,2,8,normal,Unknown
10542,2.50E+12,19,32,3,4,OverLimit,Student
10543,2.51E+12,72,5,6,6,underLimit,Student
10544,2.51E+12,14,57,6,7,OverLimit,Eng.
10545,2.52E+12,67,12,10,4,OverLimit,Eng.
10546,2.52E+12,47,41,3,0,normal,Unknown
10547,2.52E+12,31,23,1,0,normal,Unknown
10548,2.53E+12,20,51,5,4,normal,Unknown
10549,2.53E+12,13,44,8,5,normal,Unknown
10550,2.54E+12,100,66,1,7,normal,Unknown
10551,2.54E+12,52,16,3,3,OverLimit,Eng.
10552,2.54E+12,75,45,3,0,normal,Unknown
10553,2.55E+12,79,70,10,9,normal,Unknown
10554,2.55E+12,77,51,0,8,underLimit,Teacher
10555,2.56E+12,2,73,7,9,underLimit,Student
10556,2.56E+12,43,35,3,3,normal,Unknown
10557,2.56E+12,92,99,0,2,normal,Unknown
10558,2.57E+12,45,80,9,6,normal,Unknown
10559,2.57E+12,96,65,6,3,normal,Unknown
10560,2.58E+12,81,60,9,8,normal,Unknown
10561,2.58E+12,49,74,7,5,underLimit,Teacher
10562,2.58E+12,53,24,2,4,normal,Unknown
10563,2.59E+12,54,13,1,0,underLimit,Student
10564,2.59E+12,15,45,8,4,normal,Unknown
10565,2.60E+12,40,63,10,7,underLimit,Teacher
10566,2.60E+12,22,28,10,3,normal,Unknown
10567,2.60E+12,44,15,4,0,normal,Unknown
10568,2.61E+12,51,87,4,1,normal,Unknown
10569,2.61E+12,71,12,5,7,normal,Unknown
10570,2.62E+12,56,70,0,8,normal,Unknown
10571,2.62E+12,26,56,7,6,underLimit,Eng.
10572,2.62E+12,15,3,2,9,OverLimit,Doctor
10573,2.63E+12,26,16,5,4,normal,Unknown
10574,2.63E+12,93,37,9,3,OverLimit,Eng.
10575,2.64E+12,71,63,4,9,underLimit,Eng.
10576,2.64E+12,23,74,3,0,normal,Unknown
10577,2.64E+12,76,97,6,5,normal,Unknown
10578,2.65E+12,2,73,1,9,normal,Unknown
10579,2.65E+12,52,48,7,7,normal,Unknown
10580,2.66E+12,70,36,9,7,OverLimit,Teacher
10581,2.66E+12,85,52,1,10,underLimit,Eng.
10582,2.66E+12,75,11,7,0,normal,Unknown
10583,2.67E+12,0,21,5,10,normal,Unknown
10584,2.67E+12,42,74,3,1,OverLimit,Teacher
10585,2.68E+12,38,37,5,5,OverLimit,Doctor
10586,2.68E+12,57,68,2,0,normal,Unknown
10587,2.68E+12,67,60,6,6,underLimit,Student
10588,2.69E+12,26,69,1,10,normal,Unknown
10589,2.69E+12,50,82,9,6,normal,Unknown
10590,2.70E+12,0,62,3,6,normal,Unknown
10591,2.70E+12,40,29,0,8,normal,Unknown
10592,2.70E+12,91,13,2,0,normal,Unknown
10593,2.71E+12,4,92,0,2,underLimit,Teacher
10594,2.71E+12,100,41,7,3,OverLimit,Doctor
10595,2.72E+12,38,19,9,9,normal,Unknown
10596,2.72E+12,75,25,10,8,underLimit,Doctor
10597,2.72E+12,60,8,8,4,OverLimit,Eng.
10598,2.73E+12,24,70,7,3,normal,Unknown
10599,2.73E+12,97,24,4,2,normal,Unknown
10600,2.74E+12,78,90,10,9,normal,Unknown
10601,2.74E+12,38,53,2,3,normal,Unknown
10602,2.74E+12,27,67,1,4,normal,Unknown
10603,2.75E+12,41,64,3,5,normal,Unknown
10604,2.75E+12,84,24,3,1,normal,Unknown
10605,2.76E+12,18,53,6,4,OverLimit,Eng.
10606,2.76E+12,44,37,10,5,OverLimit,Eng.
10607,2.76E+12,56,67,10,0,normal,Unknown
10608,2.77E+12,20,38,0,4,normal,Unknown
10609,2.77E+12,97,39,3,4,OverLimit,Teacher
10610,2.77E+12,3,41,2,3,normal,Unknown
10611,2.78E+12,47,6,7,7,underLimit,Doctor
10612,2.78E+12,90,73,6,10,OverLimit,Eng.
10613,2.79E+12,49,64,5,5,OverLimit,Doctor
10614,2.79E+12,-3,48,4,3,underLimit,Teacher
10615,2.79E+12,77,74,8,5,OverLimit,Doctor
10616,2.80E+12,47,69,3,6,OverLimit,Student
10617,2.80E+12,31,47,5,6,normal,Unknown
10618,2.81E+12,34,31,10,5,normal,Unknown
10619,2.81E+12,69,30,4,5,underLimit,Doctor
10620,2.81E+12,30,12,4,1,normal,Unknown
10621,2.82E+12,17,63,8,10,normal,Unknown
10622,2.82E+12,78,1,1,9,normal,Unknown
10623,2.83E+12,2,32,1,5,OverLimit,Teacher
10624,2.83E+12,7,95,5,4,normal,Unknown
10625,2.83E+12,58,2,5,6,normal,Unknown
10626,2.84E+12,57,78,2,9,OverLimit,Student
10627,2.84E+12,40,41,1,3,normal,Unknown
10628,2.85E+12,95,91,0,0,normal,Unknown
10629,2.85E+12,52,32,9,4,normal,Unknown
10630,2.85E+12,79,69,6,4,normal,Unknown
10631,2.86E+12,36,97,4,1,normal,Unknown
10632,2.86E+12,63,90,3,2,normal,Unknown
10633,2.87E+12,18,65,6,4,OverLimit,Teacher
10634,2.87E+12,24,96,1,3,normal,Unknown
10635,2.87E+12,2,17,10,7,underLimit,Teacher
10636,2.88E+12,61,84,0,0,underLimit,Student
10637,2.88E+12,85,30,10,5,normal,Unknown
10638,2.89E+12,12,1,10,3,normal,Unknown
10639,2.89E+12,95,56,9,2,OverLimit,Teacher
10640,2.89E+12,51,45,9,6,underLimit,Doctor
10641,2.90E+12,0,18,3,8,normal,Unknown
10642,2.90E+12,2,53,0,2,normal,Unknown
10643,2.91E+12,70,43,0,1,underLimit,Eng.
10644,2.91E+12,98,72,2,5,OverLimit,Eng.
10645,2.91E+12,29,4,0,5,normal,Unknown
10646,2.92E+12,69,48,7,1,normal,Unknown
10647,2.92E+12,12,58,4,10,normal,Unknown
10648,2.93E+12,50,81,0,6,OverLimit,Doctor
10649,2.93E+12,89,31,0,8,normal,Unknown
10650,2.93E+12,46,60,9,7,OverLimit,Eng.
10651,2.94E+12,83,99,9,8,normal,Unknown
10652,2.94E+12,5,3,0,4,normal,Unknown
10653,2.95E+12,92,65,0,3,normal,Unknown
10654,2.95E+12,0,68,0,9,normal,Unknown
10655,2.95E+12,62,29,8,1,underLimit,Student
10656,2.96E+12,100,41,9,0,normal,Unknown
10657,2.96E+12,2,30,6,1,underLimit,Doctor
10658,2.97E+12,40,20,3,5,OverLimit,Eng.
10659,2.97E+12,22,30,4,10,normal,Unknown
10660,2.97E+12,39,3,5,4,underLimit,Student
10661,2.98E+12,91,22,10,8,normal,Unknown
10662,2.98E+12,30,80,10,6,normal,Unknown
10663,2.99E+12,8,42,6,7,underLimit,Student
10664,2.99E+12,2,53,3,8,normal,Unknown
10665,2.99E+12,91,81,5,2,normal,Unknown
10666,3.00E+12,86,86,1,8,normal,Unknown
10667,3.00E+12,29,90,5,1,normal,Unknown
10668,3.01E+12,100,76,1,0,normal,Unknown
10669,3.01E+12,31,70,3,8,underLimit,Teacher
10670,3.01E+12,9,1,2,8,normal,Unknown
10671,3.02E+12,58,40,4,2,OverLimit,Teacher
10672,3.02E+12,33,62,10,5,normal,Unknown
10673,3.03E+12,83,67,4,7,normal,Unknown
10674,3.03E+12,79,100,1,0,normal,Unknown
10675,3.03E+12,19,66,7,2,normal,Unknown
10676,3.04E+12,17,69,0,5,normal,Unknown
10677,3.04E+12,1,43,9,7,OverLimit,Student
10678,3.05E+12,67,58,3,8,OverLimit,Doctor
10679,3.05E+12,9,34,4,4,normal,Unknown
10680,3.05E+12,36,99,0,8,normal,Unknown
10681,3.06E+12,50,81,3,6,normal,Unknown
10682,3.06E+12,44,97,2,3,normal,Unknown
10683,3.06E+12,47,78,2,8,normal,Unknown
10684,3.07E+12,78,97,6,0,underLimit,Student
10685,3.07E+12,84,89,6,1,OverLimit,Student
10686,3.08E+12,1,21,4,0,normal,Unknown
10687,3.08E+12,14,91,2,7,underLimit,Teacher
10688,3.08E+12,53,79,2,1,normal,Unknown
10689,3.09E+12,84,28,3,0,normal,Unknown
10690,3.09E+12,72,27,0,10,normal,Unknown
10691,3.10E+12,51,7,1,1,normal,Unknown
10692,3.10E+12,66,33,2,10,normal,Unknown
10693,3.10E+12,60,77,7,5,underLimit,Student
10694,3.11E+12,36,19,8,9,normal,Unknown
10695,3.11E+12,32,79,8,3,normal,Unknown
10696,3.12E+12,9,24,4,6,underLimit,Student
10697,3.12E+12,74,48,3,9,underLimit,Doctor
10698,3.12E+12,22,88,10,3,underLimit,Student
10699,3.13E+12,19,70,0,6,normal,Unknown
10700,3.13E+12,30,0,10,0,underLimit,Teacher
10701,3.14E+12,9,24,0,2,normal,Unknown
10702,3.14E+12,67,22,6,9,normal,Unknown
10703,3.14E+12,7,16,9,1,underLimit,Doctor
10704,3.15E+12,2,75,8,9,normal,Unknown
10705,3.15E+12,67,11,5,7,underLimit,Eng.
10706,3.16E+12,10,60,9,5,normal,Unknown
10707,3.16E+12,50,36,7,2,normal,Unknown
10708,3.16E+12,47,54,6,4,OverLimit,Doctor
10709,3.17E+12,63,6,5,8,normal,Unknown
10710,3.17E+12,30,36,6,0,underLimit,Eng.
10711,3.18E+12,88,11,2,0,underLimit,Student
10712,3.18E+12,79,1,2,6,OverLimit,Eng.
10713,3.18E+12,72,45,6,9,normal,Unknown
10714,3.19E+12,30,6,3,2,normal,Unknown
10715,3.19E+12,30,32,9,1,normal,Unknown
10716,3.20E+12,1,20,10,1,normal,Unknown
10717,3.20E+12,29,57,6,5,OverLimit,Teacher
10718,3.20E+12,84,60,0,0,normal,Unknown
10719,3.21E+12,96,27,9,2,normal,Unknown
10720,3.21E+12,84,14,9,2,normal,Unknown
10721,3.22E+12,47,91,10,5,underLimit,Teacher
10722,3.22E+12,34,-5,6,8,underLimit,Doctor
10723,3.22E+12,58,41,8,9,normal,Unknown
10724,3.23E+12,8,8,3,7,normal,Unknown
10725,3.23E+12,4,77,8,4,normal,Unknown
10726,3.24E+12,56,52,0,1,normal,Unknown
10727,3.24E+12,51,35,9,9,normal,Unknown
10728,3.24E+12,79,13,3,6,normal,Unknown
10729,3.25E+12,62,84,9,10,normal,Unknown
10730,3.25E+12,44,29,6,6,normal,Unknown
10731,3.26E+12,82,68,7,7,underLimit,Doctor
10732,3.26E+12,25,8,5,2,OverLimit,Eng.
10733,3.26E+12,65,28,7,3,underLimit,Student
10734,3.27E+12,18,46,3,2,normal,Unknown
10735,3.27E+12,69,28,1,9,underLimit,Teacher
10736,3.28E+12,98,79,7,0,normal,Unknown
10737,3.28E+12,0,11,10,1,underLimit,Student
10738,3.28E+12,90,69,1,6,underLimit,Student
10739,3.29E+12,3,85,6,7,normal,Unknown
10740,3.29E+12,54,57,7,0,underLimit,Student
10741,3.30E+12,1,51,3,2,OverLimit,Student
10742,3.30E+12,55,45,7,0,underLimit,Doctor
10743,3.30E+12,11,81,9,10,OverLimit,Doctor
10744,3.31E+12,56,26,9,5,underLimit,Doctor
10745,3.31E+12,38,66,0,5,underLimit,Student
10746,3.32E+12,70,15,3,9,normal,Unknown
10747,3.32E+12,74,93,6,10,normal,Unknown
10748,3.32E+12,67,36,6,5,OverLimit,Student
10749,3.33E+12,23,49,4,3,normal,Unknown
10750,3.33E+12,60,89,5,2,underLimit,Doctor
10751,3.33E+12,81,6,2,2,normal,Unknown
10752,3.34E+12,71,33,6,9,normal,Unknown
10753,3.34E+12,81,82,5,0,normal,Unknown
10754,3.35E+12,13,81,8,6,normal,Unknown
10755,3.35E+12,-5,80,9,1,underLimit,Teacher
10756,3.35E+12,20,9,9,10,underLimit,Doctor
10757,3.36E+12,10,1,6,0,OverLimit,Eng.
10758,3.36E+12,77,55,3,5,underLimit,Student
10759,3.37E+12,41,33,1,7,normal,Unknown
10760,3.37E+12,99,93,8,6,normal,Unknown
10761,3.37E+12,27,89,2,4,OverLimit,Eng.
10762,3.38E+12,4,0,9,5,normal,Unknown
10763,3.38E+12,49,53,6,3,normal,Unknown
10764,3.39E+12,69,25,2,1,normal,Unknown
10765,3.39E+12,50,26,8,2,OverLimit,Doctor
10766,3.39E+12,19,37,3,7,underLimit,Eng.
10767,3.40E+12,63,36,10,10,normal,Unknown
10768,3.40E+12,100,10,4,3,normal,Unknown
10769,3.41E+12,61,5,6,9,normal,Unknown
10770,3.41E+12,2,82,6,9,underLimit,Teacher
10771,3.41E+12,29,46,6,9,OverLimit,Student
10772,3.42E+12,78,68,5,4,OverLimit,Teacher
10773,3.42E+12,72,48,9,10,normal,Unknown
10774,3.43E+12,49,95,8,0,normal,Unknown
10775,3.43E+12,84,56,1,7,normal,Unknown
10776,3.43E+12,96,80,7,6,normal,Unknown
10777,3.44E+12,96,94,7,7,normal,Unknown
10778,3.44E+12,79,46,6,2,normal,Unknown
10779,3.45E+12,62,87,8,2,OverLimit,Eng.
10780,3.45E+12,32,51,9,6,normal,Unknown
10781,3.45E+12,6,28,1,7,normal,Unknown
10782,3.46E+12,23,78,6,2,OverLimit,Doctor
10783,3.46E+12,35,88,1,10,normal,Unknown
10784,3.47E+12,57,22,2,6,OverLimit,Eng.
10785,3.47E+12,51,38,3,0,normal,Unknown
10786,3.47E+12,22,30,8,4,normal,Unknown
10787,3.48E+12,78,55,1,5,normal,Unknown
10788,3.48E+12,29,100,0,6,underLimit,Eng.
10789,3.49E+12,7,46,5,0,underLimit,Student
10790,3.49E+12,23,83,5,6,underLimit,Eng.
10791,3.49E+12,67,71,3,3,underLimit,Eng.
10792,3.50E+12,82,25,0,2,OverLimit,Teacher
10793,3.50E+12,74,14,0,1,OverLimit,Student
10794,3.51E+12,47,10,6,7,normal,Unknown
10795,3.51E+12,92,66,0,8,normal,Unknown
10796,3.51E+12,6,30,2,3,OverLimit,Teacher
10797,3.52E+12,66,97,8,10,underLimit,Student
10798,3.52E+12,92,3,1,0,normal,Unknown
10799,3.53E+12,68,94,1,4,OverLimit,Doctor
10800,3.53E+12,93,13,1,4,OverLimit,Eng.
10801,3.53E+12,43,55,5,7,OverLimit,Doctor
10802,3.54E+12,69,3,7,3,normal,Unknown
10803,3.54E+12,35,52,10,1,normal,Unknown
10804,3.55E+12,24,36,8,6,normal,Unknown
10805,3.55E+12,43,10,8,7,normal,Unknown
10806,3.55E+12,69,52,8,5,OverLimit,Student
10807,3.56E+12,45,47,0,0,underLimit,Eng.
10808,3.56E+12,62,46,9,1,underLimit,Doctor
10809,3.57E+12,62,85,6,1,normal,Unknown
10810,3.57E+12,10,47,10,10,underLimit,Doctor
10811,3.57E+12,55,21,0,5,underLimit,Eng.
10812,3.58E+12,87,83,10,0,normal,Unknown
10813,3.58E+12,86,31,4,4,underLimit,Eng.
10814,3.59E+12,68,38,10,8,OverLimit,Student
10815,3.59E+12,66,46,2,9,underLimit,Teacher
10816,3.59E+12,76,25,3,4,normal,Unknown
10817,3.60E+12,48,92,3,3,normal,Unknown
10818,3.60E+12,36,74,1,10,normal,Unknown
10819,3.61E+12,55,47,6,9,normal,Unknown
10820,3.61E+12,35,41,2,8,underLimit,Student
10821,3.61E+12,56,71,2,7,normal,Unknown
10822,3.62E+12,12,100,8,9,normal,Unknown
10823,3.62E+12,17,94,9,8,normal,Unknown
10824,3.62E+12,15,30,4,6,normal,Unknown
10825,3.63E+12,73,75,5,1,underLimit,Student
10826,3.63E+12,89,15,1,5,normal,Unknown
10827,3.64E+12,3,34,3,9,normal,Unknown
10828,3.64E+12,62,69,3,7,underLimit,Eng.
10829,3.64E+12,60,58,7,6,underLimit,Doctor
10830,3.65E+12,38,7,0,5,underLimit,Doctor
10831,3.65E+12,33,12,4,9,underLimit,Eng.
10832,3.66E+12,92,23,2,0,normal,Unknown
10833,3.66E+12,60,54,4,10,normal,Unknown
10834,3.66E+12,33,53,0,4,normal,Unknown
10835,3.67E+12,42,30,0,9,underLimit,Student
10836,3.67E+12,55,84,7,6,normal,Unknown
10837,3.68E+12,64,42,0,9,normal,Unknown
10838,3.68E+12,60,26,6,8,normal,Unknown
10839,3.68E+12,62,47,8,9,normal,Unknown
10840,3.69E+12,11,66,1,3,OverLimit,Teacher
10841,3.69E+12,19,9,2,1,normal,Unknown
10842,3.70E+12,56,61,9,3,OverLimit,Doctor
10843,3.70E+12,61,63,2,10,normal,Unknown
10844,3.70E+12,33,36,4,5,normal,Unknown
10845,3.71E+12,15,30,6,5,underLimit,Doctor
10846,3.71E+12,74,89,3,7,normal,Unknown
10847,3.72E+12,37,9,2,4,underLimit,Teacher
10848,3.72E+12,82,57,2,6,normal,Unknown
10849,3.72E+12,35,53,9,6,underLimit,Student
10850,3.73E+12,95,93,10,1,underLimit,Eng.
10851,3.73E+12,26,80,7,6,OverLimit,Teacher
10852,3.74E+12,30,8,1,10,underLimit,Eng.
10853,3.74E+12,1,3,1,10,normal,Unknown
10854,3.74E+12,6,32,4,6,underLimit,Student
10855,3.75E+12,11,9,5,10,OverLimit,Eng.
10856,3.75E+12,60,77,0,6,underLimit,Doctor
10857,3.76E+12,67,4,8,5,normal,Unknown
10858,3.76E+12,12,8,3,10,normal,Unknown
10859,3.76E+12,96,26,10,8,normal,Unknown
10860,3.77E+12,34,53,3,5,normal,Unknown
10861,3.77E+12,36,40,8,9,underLimit,Doctor
10862,3.78E+12,55,86,10,8,normal,Unknown
10863,3.78E+12,6,14,4,3,normal,Unknown
10864,3.78E+12,94,17,7,1,normal,Unknown
10865,3.79E+12,50,42,3,7,normal,Unknown
10866,3.79E+12,67,33,3,6,normal,Unknown
10867,3.80E+12,36,24,8,3,underLimit,Student
10868,3.80E+12,63,40,4,6,normal,Unknown
10869,3.80E+12,0,45,8,9,OverLimit,Eng.
10870,3.81E+12,67,75,9,4,OverLimit,Eng.
10871,3.81E+12,93,58,3,4,normal,Unknown
10872,3.82E+12,81,3,6,0,normal,Unknown
10873,3.82E+12,78,20,5,0,normal,Unknown
10874,3.82E+12,81,96,4,4,normal,Unknown
10875,3.83E+12,82,70,7,10,normal,Unknown
10876,3.83E+12,43,16,6,5,normal,Unknown
10877,3.84E+12,59,96,7,4,normal,Unknown
10878,3.84E+12,57,34,6,4,OverLimit,Student
10879,3.84E+12,42,6,2,4,normal,Unknown
10880,3.85E+12,61,26,7,2,OverLimit,Doctor
10881,3.85E+12,83,63,10,5,normal,Unknown
10882,3.86E+12,24,13,3,3,underLimit,Doctor
10883,3.86E+12,82,33,1,8,normal,Unknown
10884,3.86E+12,42,73,2,3,normal,Unknown
10885,3.87E+12,69,54,3,9,normal,Unknown
10886,3.87E+12,57,54,2,5,normal,Unknown
10887,3.88E+12,9,84,5,9,underLimit,Doctor
10888,3.88E+12,41,85,7,10,OverLimit,Student
10889,3.88E+12,93,14,0,9,underLimit,Teacher
10890,3.89E+12,64,51,3,5,OverLimit,Doctor
10891,3.89E+12,71,42,6,10,underLimit,Doctor
10892,3.89E+12,3,98,0,9,normal,Unknown
10893,3.90E+12,94,4,7,9,underLimit,Student
10894,3.90E+12,7,70,8,2,OverLimit,Doctor
10895,3.91E+12,69,24,1,0,normal,Unknown
10896,3.91E+12,6,88,10,3,underLimit,Student
10897,3.91E+12,12,41,3,1,OverLimit,Eng.
10898,3.92E+12,32,52,1,3,normal,Unknown
10899,3.92E+12,12,85,1,6,OverLimit,Teacher
10900,3.93E+12,38,53,2,6,normal,Unknown
10901,3.93E+12,64,54,8,3,normal,Unknown
10902,3.93E+12,92,84,5,0,normal,Unknown
10903,3.94E+12,66,95,0,7,normal,Unknown
10904,3.94E+12,79,11,9,2,normal,Unknown
10905,3.95E+12,26,97,10,6,normal,Unknown
10906,3.95E+12,13,76,2,0,normal,Unknown
10907,3.95E+12,82,61,0,9,normal,Unknown
10908,3.96E+12,84,88,5,10,OverLimit,Eng.
10909,3.96E+12,36,32,8,1,normal,Unknown
10910,3.97E+12,57,57,7,4,normal,Unknown
10911,3.97E+12,39,74,4,0,normal,Unknown
10912,3.97E+12,27,67,5,6,underLimit,Student
10913,3.98E+12,50,75,2,2,normal,Unknown
10914,3.98E+12,3,33,6,2,normal,Unknown
10915,3.99E+12,14,20,6,10,normal,Unknown
10916,3.99E+12,85,12,8,1,normal,Unknown
10917,3.99E+12,57,48,6,4,normal,Unknown
10918,4.00E+12,68,50,4,5,normal,Unknown
10919,4.00E+12,24,18,9,9,normal,Unknown
10920,4.01E+12,70,22,0,2,underLimit,Doctor
10921,4.01E+12,20,5,6,8,normal,Unknown
10922,4.01E+12,59,96,3,7,normal,Unknown
10923,4.02E+12,21,21,6,7,normal,Unknown
10924,4.02E+12,55,10,0,6,normal,Unknown
10925,4.03E+12,75,13,9,9,underLimit,Eng.
10926,4.03E+12,88,100,3,0,normal,Unknown
10927,4.03E+12,43,18,10,0,underLimit,Eng.
10928,4.04E+12,86,83,6,6,normal,Unknown
10929,4.04E+12,33,28,6,9,OverLimit,Eng.
10930,4.05E+12,33,39,2,2,underLimit,Student
10931,4.05E+12,79,98,1,9,normal,Unknown
10932,4.05E+12,97,43,0,9,normal,Unknown
10933,4.06E+12,96,77,6,7,normal,Unknown
10934,4.06E+12,54,25,5,2,normal,Unknown
10935,4.07E+12,37,55,7,1,normal,Unknown
10936,4.07E+12,24,60,10,2,OverLimit,Doctor
10937,4.07E+12,76,66,2,3,OverLimit,Doctor
10938,4.08E+12,1,29,7,9,OverLimit,Doctor
10939,4.08E+12,72,49,10,8,underLimit,Student
10940,4.09E+12,38,16,8,0,underLimit,Student
10941,4.09E+12,95,78,3,4,underLimit,Student
10942,4.09E+12,27,95,6,2,normal,Unknown
10943,4.10E+12,88,7,3,7,underLimit,Doctor
10944,4.10E+12,89,0,10,3,normal,Unknown
10945,4.11E+12,10,54,10,7,normal,Unknown
10946,4.11E+12,70,69,2,10,OverLimit,Doctor
10947,4.11E+12,45,2,6,6,OverLimit,Teacher
10948,4.12E+12,79,56,3,6,normal,Unknown
10949,4.12E+12,42,60,4,3,normal,Unknown
10950,4.13E+12,51,6,0,4,underLimit,Doctor
10951,4.13E+12,97,58,8,7,normal,Unknown
10952,4.13E+12,52,91,3,7,normal,Unknown
